hogar_id,conglome,vivienda,hogar,ubigeo,factor_expansion_anual,target_pobreza_monetaria_bin,usa_combustible_limpio,usa_combustible_precario,dispositivo_servicio_digital_2,material_techo,nivel_educativo_jefe_ord,dispositivo_servicio_digital_3,piso_precario,ingreso_neto_total_hogar,num_habitaciones,acceso_internet_hogar_derivado,dispositivo_servicio_digital_1,material_pared,tam_hogar,num_ninos_0_5,num_ninos_6_16,num_miembros_afiliados_essalud,estrato_geografico,monto_juntos,acceso_desague_red,monto_bono_gas,monto_pension_65,num_miembros_sin_atencion_salud,acceso_agua_red,num_miembros_con_enfermedad_4_sem,monto_programa_contigo,agua_potable_reportada,tipo_vivienda,monto_otras_transferencias_publicas,monto_bono_electricidad,num_miembros_con_sintoma_4_sem
040110_015529_012_11,015529,012,11,040110,278.53445,0,1,0,conexion movil post pago control,concreto armado,11.0,pase,0,177206.796875,6.0,1,conexion fija,ladrillo o bloque de cemento,9,1,1,7, de 500 000 a más habitantes,0,1,0,0,2,1,8,0,1,casa independiente,0,0,6
040110_015529_025_11,015529,025,11,040110,278.53445,0,1,0,conexion movil post pago control,concreto armado,8.0,pase,0,83727.625,5.0,1,conexion fija,ladrillo o bloque de cemento,4,0,0,3, de 500 000 a más habitantes,0,1,0,0,3,1,0,0,1,departamento en edificio,0,0,3
040110_015529_037_11,015529,037,11,040110,278.53445,0,1,0,conexion movil post pago control,concreto armado,4.0,pase,0,28574.0,5.0,1,pase,ladrillo o bloque de cemento,2,0,0,0, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,casa independiente,0,0,0
040110_015529_050_11,015529,050,11,040110,278.53445,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,58060.0390625,5.0,1,pase,ladrillo o bloque de cemento,2,0,0,0, de 500 000 a más habitantes,0,1,0,0,1,1,2,0,1,casa independiente,0,0,2
040110_015529_061_11,015529,061,11,040110,278.53445,0,1,0,conexion movil post pago control,concreto armado,5.0,pase,0,94342.6328125,6.0,1,pase,ladrillo o bloque de cemento,6,0,0,3, de 500 000 a más habitantes,0,1,0,0,5,1,5,0,1,casa independiente,0,0,4
040110_015529_087_11,015529,087,11,040110,278.53445,0,1,0,pase,concreto armado,8.0,conexion movil prepago,0,47500.6875,3.0,1,conexion fija,ladrillo o bloque de cemento,5,1,0,3, de 500 000 a más habitantes,0,1,0,0,1,1,4,0,1,casa independiente,0,0,3
040110_015529_111_11,015529,111,11,040110,278.53445,0,1,0,conexion movil post pago control,concreto armado,6.0,conexion movil prepago,0,18829.78515625,1.0,1,pase,ladrillo o bloque de cemento,2,0,0,1, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,"vivienda en casa de vecindad (callejon, solar o corralon)",6582,0,0
040110_015529_125_11,015529,125,11,040110,278.53445,0,1,0,conexion movil post pago control,concreto armado,11.0,pase,0,328972.375,7.0,1,conexion fija,ladrillo o bloque de cemento,6,0,1,5, de 500 000 a más habitantes,0,1,0,0,3,1,3,0,1,casa independiente,0,0,1
040101_015547_023_11,015547,023,11,040101,159.23631,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,68291.125,7.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,1, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,casa independiente,0,0,0
040101_015547_047_11,015547,047,11,040101,159.23631,0,1,0,pase,concreto armado,6.0,conexion movil prepago,0,45974.5390625,3.0,1,pase,ladrillo o bloque de cemento,1,0,0,1, de 500 000 a más habitantes,0,1,0,0,1,1,1,0,1,departamento en edificio,0,0,0
040101_015547_060_11,015547,060,11,040101,159.23631,0,1,0,conexion movil post pago control,concreto armado,11.0,conexion movil prepago,0,37631.1015625,3.0,1,conexion fija,ladrillo o bloque de cemento,5,1,1,4, de 500 000 a más habitantes,0,1,0,0,1,1,1,0,1,departamento en edificio,0,0,1
040101_015547_074_11,015547,074,11,040101,159.23631,0,1,0,conexion movil post pago control,concreto armado,8.0,pase,0,62166.015625,3.0,1,conexion fija,ladrillo o bloque de cemento,4,0,0,2, de 500 000 a más habitantes,0,1,0,0,3,1,3,0,1,departamento en edificio,0,0,1
040101_015547_087_11,015547,087,11,040101,159.23631,0,1,0,conexion movil post pago control,concreto armado,10.0,pase,0,25758.134765625,3.0,1,pase,ladrillo o bloque de cemento,4,0,0,2, de 500 000 a más habitantes,0,1,0,0,1,1,1,0,1,departamento en edificio,5387,0,0
040101_015547_113_11,015547,113,11,040101,159.23631,0,1,0,conexion movil post pago control,concreto armado,6.0,conexion movil prepago,0,55558.9140625,5.0,1,conexion fija,ladrillo o bloque de cemento,4,1,0,3, de 500 000 a más habitantes,0,1,0,0,2,1,1,0,1,casa independiente,18791,0,3
040101_015547_125_11,015547,125,11,040101,159.23631,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,12897.0,3.0,1,conexion fija,ladrillo o bloque de cemento,4,0,0,0, de 500 000 a más habitantes,0,1,0,0,2,1,1,0,1,casa independiente,0,0,2
040110_015573_034_11,015573,034,11,040110,1037.7892,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",3.0,conexion movil prepago,0,35203.95703125,2.0,1,pase,piedra o sillar con cal o cemento,3,1,0,0, de 500 000 a más habitantes,0,1,0,0,3,1,1,0,1,casa independiente,0,31,3
040110_015573_079_11,015573,079,11,040110,1037.7892,0,1,0,conexion movil post pago control,concreto armado,6.0,conexion movil prepago,0,43945.99609375,4.0,1,pase,ladrillo o bloque de cemento,3,0,0,0, de 500 000 a más habitantes,0,1,0,0,3,0,0,0,0,casa independiente,0,0,3
040110_015573_101_11,015573,101,11,040110,1037.7892,0,1,0,conexion movil post pago control,concreto armado,6.0,conexion movil prepago,0,171717.140625,5.0,1,pase,ladrillo o bloque de cemento,4,0,0,0, de 500 000 a más habitantes,0,1,0,0,3,1,2,0,1,casa independiente,0,0,3
040110_015573_146_11,015573,146,11,040110,1037.7892,0,1,0,conexion movil post pago control,concreto armado,8.0,pase,0,60945.3828125,7.0,1,conexion fija,ladrillo o bloque de cemento,4,0,2,4, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,2
040110_015573_169_11,015573,169,11,040110,1037.7892,0,1,0,conexion movil post pago control,concreto armado,7.0,pase,0,104415.453125,4.0,1,conexion fija,ladrillo o bloque de cemento,3,0,0,3, de 500 000 a más habitantes,0,1,0,0,2,1,1,0,1,casa independiente,0,0,2
040129_015607_050_11,015607,050,11,040129,159.23631,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,41904.984375,6.0,1,pase,ladrillo o bloque de cemento,2,0,0,1, de 500 000 a más habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,0
040129_015607_102_11,015607,102,11,040129,159.23631,0,1,0,conexion movil post pago control,concreto armado,9.0,pase,0,55729.046875,3.0,1,pase,ladrillo o bloque de cemento,1,0,0,0, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,casa independiente,0,0,0
040129_015607_137_11,015607,137,11,040129,159.23631,0,1,0,conexion movil post pago control,concreto armado,9.0,pase,0,46349.40625,3.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,2, de 500 000 a más habitantes,0,1,0,0,0,1,2,0,1,casa independiente,0,0,2
040129_015607_171_11,015607,171,11,040129,159.23631,0,1,0,conexion movil post pago control,concreto armado,9.0,pase,0,35475.421875,3.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,0, de 500 000 a más habitantes,0,1,0,0,2,1,0,0,1,casa independiente,0,0,2
040129_015607_188_11,015607,188,11,040129,159.23631,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,77817.234375,5.0,1,pase,ladrillo o bloque de cemento,5,0,1,3, de 500 000 a más habitantes,0,1,0,0,2,1,3,0,1,casa independiente,0,0,0
040122_015612_016_11,015612,016,11,040122,297.66895,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",7.0,conexion movil prepago,0,93146.546875,4.0,1,pase,ladrillo o bloque de cemento,5,0,1,0, de 500 000 a más habitantes,0,0,0,0,0,0,2,0,0,casa independiente,0,0,2
040122_015612_025_11,015612,025,11,040122,297.66895,0,1,0,pase,caña o estera con torta de barro o cemento,6.0,conexion movil prepago,0,52545.64453125,6.0,1,pase,ladrillo o bloque de cemento,5,0,2,1, de 500 000 a más habitantes,0,0,0,0,3,0,1,0,0,casa independiente,0,0,3
040122_015612_034_11,015612,034,11,040122,297.66895,0,1,0,,concreto armado,4.0,,0,29327.7265625,3.0,0,,ladrillo o bloque de cemento,3,0,0,0, de 500 000 a más habitantes,0,0,0,0,1,0,1,0,0,casa independiente,0,0,3
040122_015612_053_11,015612,053,11,040122,297.66895,0,1,0,pase,concreto armado,6.0,conexion movil prepago,0,2290.7841796875,3.0,1,pase,ladrillo o bloque de cemento,4,0,2,0, de 500 000 a más habitantes,0,0,0,0,2,0,2,0,0,casa independiente,0,0,2
040122_015612_063_11,015612,063,11,040122,297.66895,0,1,0,conexion movil post pago control,concreto armado,4.0,conexion movil prepago,0,77171.5390625,2.0,1,pase,ladrillo o bloque de cemento,3,0,0,1, de 500 000 a más habitantes,0,0,0,0,2,0,1,0,0,casa independiente,0,0,1
040122_015612_080_11,015612,080,11,040122,297.66895,0,1,0,conexion movil post pago control,concreto armado,8.0,pase,0,47248.0,2.0,1,pase,ladrillo o bloque de cemento,4,1,1,4, de 500 000 a más habitantes,0,0,0,0,1,0,1,0,1,casa independiente,0,0,1
040103_015623_005_11,015623,005,11,040103,297.66895,0,1,0,conexion movil post pago control,concreto armado,6.0,conexion movil prepago,0,48904.953125,3.0,1,pase,ladrillo o bloque de cemento,4,1,1,0, de 500 000 a más habitantes,0,0,0,0,0,0,0,0,0,casa independiente,0,0,0
040103_015623_014_11,015623,014,11,040103,297.66895,0,0,1,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,pase,0,17734.662109375,1.0,1,pase,ladrillo o bloque de cemento,2,0,0,0, de 500 000 a más habitantes,0,0,0,0,1,0,0,0,0,casa independiente,0,0,1
040104_015627_011_11,015627,011,11,040104,278.53445,0,1,0,conexion movil post pago control,concreto armado,10.0,pase,0,91056.0625,8.0,1,conexion fija,ladrillo o bloque de cemento,5,0,2,2, de 500 000 a más habitantes,0,1,0,0,4,1,3,0,1,casa independiente,0,0,4
040104_015627_030_11,015627,030,11,040104,278.53445,0,1,0,conexion movil post pago control,concreto armado,7.0,pase,0,109470.828125,4.0,1,conexion fija,ladrillo o bloque de cemento,4,0,0,2, de 500 000 a más habitantes,0,1,0,0,0,1,1,0,1,casa independiente,0,0,0
040104_015627_064_11,015627,064,11,040104,278.53445,0,1,0,conexion movil post pago control,concreto armado,7.0,pase,0,66870.09375,6.0,1,conexion fija,ladrillo o bloque de cemento,6,1,1,0, de 500 000 a más habitantes,0,1,0,0,2,1,2,0,1,vivienda en quinta,0,0,1
040104_015627_081_11,015627,081,11,040104,278.53445,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",9.0,pase,0,96273.6953125,3.0,1,conexion fija,ladrillo o bloque de cemento,4,0,0,2, de 500 000 a más habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,2
040104_015627_096_11,015627,096,11,040104,278.53445,0,1,0,conexion movil post pago control,concreto armado,9.0,pase,0,55436.4140625,4.0,1,pase,ladrillo o bloque de cemento,3,0,0,1, de 500 000 a más habitantes,0,1,0,0,2,1,1,0,1,casa independiente,0,0,2
040104_015627_113_11,015627,113,11,040104,278.53445,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,30219.8828125,3.0,1,conexion fija,ladrillo o bloque de cemento,3,0,1,2, de 500 000 a más habitantes,0,1,0,0,2,1,1,0,1,vivienda en quinta,0,0,1
040112_015632_009_11,015632,009,11,040112,371.37927,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,55502.17578125,7.0,1,conexion fija,ladrillo o bloque de cemento,7,0,2,0, de 500 000 a más habitantes,0,1,0,0,5,1,2,0,1,casa independiente,0,0,4
040112_015632_062_11,015632,062,11,040112,371.37927,0,1,0,conexion movil post pago control,concreto armado,7.0,pase,0,47836.86328125,5.0,1,pase,ladrillo o bloque de cemento,4,0,0,2, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,casa independiente,0,0,0
040112_015632_079_11,015632,079,11,040112,371.37927,0,0,1,pase,concreto armado,4.0,conexion movil prepago,0,11830.126953125,1.0,1,pase,ladrillo o bloque de cemento,1,0,0,0, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,"vivienda en casa de vecindad (callejon, solar o corralon)",0,0,1
040112_015632_097_11,015632,097,11,040112,371.37927,0,1,0,conexion movil post pago control,concreto armado,10.0,pase,0,32285.14453125,3.0,1,pase,ladrillo o bloque de cemento,5,2,1,0, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,31,1
040112_015632_114_11,015632,114,11,040112,371.37927,1,1,0,pase,concreto armado,6.0,conexion movil prepago,0,12858.6328125,2.0,1,conexion fija,ladrillo o bloque de cemento,4,0,2,4, de 500 000 a más habitantes,0,1,0,0,3,1,0,0,1,"vivienda en casa de vecindad (callejon, solar o corralon)",0,0,3
040104_015635_027_11,015635,027,11,040104,68.81912,0,1,0,conexion movil post pago control,concreto armado,11.0,conexion movil prepago,0,68021.8046875,3.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,2, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,departamento en edificio,0,0,0
040104_015635_085_11,015635,085,11,040104,68.81912,0,1,0,conexion movil post pago control,concreto armado,6.0,conexion movil prepago,0,62386.22265625,4.0,1,conexion fija,ladrillo o bloque de cemento,5,0,0,0, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,departamento en edificio,0,0,0
040104_015635_141_11,015635,141,11,040104,68.81912,0,1,0,conexion movil post pago control,concreto armado,11.0,pase,0,201199.265625,4.0,1,conexion fija,ladrillo o bloque de cemento,4,1,1,4, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,departamento en edificio,15557,0,2
040104_015635_170_11,015635,170,11,040104,68.81912,0,1,0,conexion movil post pago control,concreto armado,8.0,pase,0,60986.27734375,4.0,1,conexion fija,ladrillo o bloque de cemento,5,1,2,4, de 500 000 a más habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,1
040104_015635_229_11,015635,229,11,040104,68.81912,0,1,0,conexion movil post pago control,concreto armado,11.0,pase,0,160682.75,4.0,1,conexion fija,ladrillo o bloque de cemento,3,0,1,3, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,departamento en edificio,0,0,2
040104_015635_258_11,015635,258,11,040104,68.81912,0,1,0,conexion movil post pago control,concreto armado,8.0,pase,0,148144.328125,4.0,1,conexion fija,ladrillo o bloque de cemento,4,0,1,4, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,departamento en edificio,8316,0,3
040109_015642_003_11,015642,003,11,040109,297.66895,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",1.0,conexion movil prepago,0,36969.984375,1.0,1,pase,piedra o sillar con cal o cemento,3,0,1,0, de 500 000 a más habitantes,0,1,0,0,3,1,0,0,1,vivienda en quinta,5182,0,3
040109_015642_015_11,015642,015,11,040109,297.66895,0,1,0,pase,concreto armado,6.0,conexion movil prepago,0,62000.69140625,6.0,1,conexion fija,ladrillo o bloque de cemento,4,0,0,2, de 500 000 a más habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,1
040109_015642_025_11,015642,025,11,040109,297.66895,1,1,0,,"planchas de calamina, fibra de cemento o similares",4.0,,0,10729.0,1.0,0,,ladrillo o bloque de cemento,1,0,0,1, de 500 000 a más habitantes,0,0,0,0,1,0,0,0,1,casa independiente,5746,0,1
040109_015642_059_11,015642,059,11,040109,297.66895,0,1,0,pase,"planchas de calamina, fibra de cemento o similares",3.0,conexion movil prepago,0,30256.5078125,4.0,1,conexion fija,ladrillo o bloque de cemento,5,0,2,0, de 500 000 a más habitantes,0,1,0,0,4,1,0,0,1,casa independiente,0,0,4
040109_015642_080_11,015642,080,11,040109,297.66895,0,1,0,pase,concreto armado,3.0,conexion movil prepago,0,29273.068359375,4.0,1,conexion fija,ladrillo o bloque de cemento,3,0,0,0, de 500 000 a más habitantes,0,1,0,0,3,1,0,0,1,casa independiente,0,0,3
040109_015642_091_11,015642,091,11,040109,297.66895,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",8.0,pase,0,32543.107421875,2.0,1,pase,ladrillo o bloque de cemento,4,1,1,2, de 500 000 a más habitantes,0,0,0,0,3,0,0,0,0,casa independiente,0,0,4
040112_015651_012_11,015651,012,11,040112,1037.7892,0,1,0,conexion movil post pago control,concreto armado,8.0,pase,0,38812.0703125,2.0,1,conexion fija,ladrillo o bloque de cemento,2,2,0,2, de 500 000 a más habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,1
040112_015651_027_12,015651,027,12,040112,1037.7892,0,1,0,pase,concreto armado,4.0,conexion movil prepago,0,51438.8203125,5.0,1,pase,ladrillo o bloque de cemento,3,0,0,1, de 500 000 a más habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,2
040112_015651_057_11,015651,057,11,040112,1037.7892,0,1,0,conexion movil post pago control,concreto armado,5.0,conexion movil prepago,0,58676.35546875,6.0,1,pase,ladrillo o bloque de cemento,5,0,0,3, de 500 000 a más habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,0
040112_015651_073_11,015651,073,11,040112,1037.7892,0,1,0,,concreto armado,3.0,,0,10456.2041015625,1.0,0,,ladrillo o bloque de cemento,1,0,0,0, de 500 000 a más habitantes,0,1,0,0,0,1,0,0,1,"vivienda en casa de vecindad (callejon, solar o corralon)",0,0,0
040112_015651_104_11,015651,104,11,040112,1037.7892,0,1,0,conexion movil post pago control,concreto armado,6.0,conexion movil prepago,0,52428.3046875,7.0,1,conexion fija,ladrillo o bloque de cemento,3,0,1,3, de 500 000 a más habitantes,0,1,0,0,0,1,2,0,1,casa independiente,0,0,0
040401_015658_008_11,015658,008,11,040401,192.6472,0,1,0,pase,caña o estera con torta de barro o cemento,7.0,conexion movil prepago,0,60834.6875,3.0,1,pase,adobe,3,0,1,0,de 2 000 a 19 999 habitantes,0,1,0,0,3,1,3,0,1,casa independiente,0,0,1
040401_015658_018_11,015658,018,11,040401,192.6472,1,1,0,pase,caña o estera con torta de barro o cemento,6.0,conexion movil prepago,0,29367.623046875,4.0,1,pase,adobe,5,0,2,1,de 2 000 a 19 999 habitantes,0,1,0,0,2,1,2,0,1,casa independiente,0,0,0
040401_015658_027_11,015658,027,11,040401,192.6472,0,1,0,conexion movil post pago control,caña o estera con torta de barro o cemento,5.0,conexion movil prepago,0,37313.9921875,2.0,1,pase,adobe,4,1,2,0,de 2 000 a 19 999 habitantes,0,1,0,0,3,1,2,0,1,casa independiente,0,0,4
040401_015658_048_11,015658,048,11,040401,192.6472,0,0,1,conexion movil post pago control,caña o estera con torta de barro o cemento,5.0,conexion movil prepago,0,48456.10546875,2.0,1,pase,adobe,3,0,0,0,de 2 000 a 19 999 habitantes,0,1,0,0,2,1,1,0,1,casa independiente,0,31,2
040401_015658_058_11,015658,058,11,040401,192.6472,0,0,1,pase,concreto armado,5.0,conexion movil prepago,1,84620.0234375,2.0,1,pase,ladrillo o bloque de cemento,2,0,0,0,de 2 000 a 19 999 habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,2
040401_015658_069_11,015658,069,11,040401,192.6472,0,1,0,conexion movil post pago control,triplay/estera/carrizo,5.0,pase,0,34846.45703125,1.0,1,pase,adobe,2,0,0,0,de 2 000 a 19 999 habitantes,0,0,0,0,1,0,1,0,0,casa independiente,0,0,2
040303_015666_029_11,015666,029,11,040303,265.69296,0,1,0,pase,concreto armado,5.0,conexion movil prepago,0,18160.220703125,3.0,1,pase,ladrillo o bloque de cemento,2,0,0,0,de 2 000 a 19 999 habitantes,0,0,0,0,1,1,2,0,1,casa independiente,0,0,2
040303_015666_043_11,015666,043,11,040303,265.69296,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",5.0,pase,0,35748.9453125,2.0,1,pase,"madera (pona, tornillo, etc)",2,0,0,0,de 2 000 a 19 999 habitantes,0,0,0,0,0,0,0,0,0,casa independiente,0,0,0
040303_015666_059_11,015666,059,11,040303,265.69296,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",4.0,pase,0,66393.046875,4.0,1,conexion fija,ladrillo o bloque de cemento,4,1,1,0,de 2 000 a 19 999 habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,2
040303_015666_089_11,015666,089,11,040303,265.69296,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",9.0,conexion movil prepago,0,35845.48046875,4.0,1,conexion fija,ladrillo o bloque de cemento,4,0,1,0,de 2 000 a 19 999 habitantes,0,1,0,0,2,1,0,0,1,casa independiente,0,0,1
040303_015666_104_11,015666,104,11,040303,265.69296,0,0,0,,"planchas de calamina, fibra de cemento o similares",5.0,,0,15373.615234375,1.0,0,,ladrillo o bloque de cemento,1,0,0,1,de 2 000 a 19 999 habitantes,0,1,0,0,0,1,0,0,1,"vivienda en casa de vecindad (callejon, solar o corralon)",5983,0,0
040303_015666_130_11,015666,130,11,040303,265.69296,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",4.0,pase,0,33086.25390625,4.0,1,pase,"madera (pona, tornillo, etc)",4,1,1,0,de 2 000 a 19 999 habitantes,0,1,0,0,1,1,0,0,0,casa independiente,0,0,1
040108_015685_006_11,015685,006,11,040108,192.6472,0,0,1,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,pase,0,72542.984375,3.0,1,conexion fija,ladrillo o bloque de cemento,4,0,0,1, de 20 000 a 49 999 habitantes,0,1,0,0,0,1,3,0,1,casa independiente,0,0,2
040108_015685_018_11,015685,018,11,040108,192.6472,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,pase,0,32446.0,4.0,1,conexion fija,ladrillo o bloque de cemento,3,0,1,2, de 20 000 a 49 999 habitantes,0,0,0,0,1,0,2,0,0,casa independiente,0,0,0
040108_015685_030_11,015685,030,11,040108,192.6472,1,0,1,,"planchas de calamina, fibra de cemento o similares",5.0,,0,49371.16015625,3.0,0,,"madera (pona, tornillo, etc)",7,0,3,0, de 20 000 a 49 999 habitantes,0,0,0,0,2,1,0,0,0,casa independiente,0,0,2
040108_015685_071_11,015685,071,11,040108,192.6472,1,1,0,,"planchas de calamina, fibra de cemento o similares",3.0,,0,19118.181640625,2.0,0,,ladrillo o bloque de cemento,3,0,1,0, de 20 000 a 49 999 habitantes,0,1,299,0,1,1,2,0,0,casa independiente,0,0,2
040108_015685_091_11,015685,091,11,040108,192.6472,1,0,1,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,pase,0,24418.41796875,4.0,1,pase,ladrillo o bloque de cemento,7,0,0,0, de 20 000 a 49 999 habitantes,0,1,0,0,1,1,0,0,1,casa independiente,0,0,0
040108_015685_100_11,015685,100,11,040108,192.6472,0,0,1,pase,concreto armado,6.0,conexion movil prepago,0,27020.4375,4.0,1,pase,ladrillo o bloque de cemento,4,0,2,0, de 20 000 a 49 999 habitantes,1197,1,0,0,0,1,1,0,0,casa independiente,0,0,0
040305_015690_010_11,015690,010,11,040305,192.6472,0,1,0,conexion movil post pago control,caña o estera con torta de barro o cemento,6.0,conexion movil prepago,0,86488.96875,2.0,1,pase,ladrillo o bloque de cemento,3,0,0,1,de 2 000 a 19 999 habitantes,0,0,0,0,1,1,0,0,1,casa independiente,0,31,1
040305_015690_016_11,015690,016,11,040305,192.6472,0,0,1,pase,"planchas de calamina, fibra de cemento o similares",3.0,conexion movil prepago,0,57079.91796875,3.0,1,pase,otro material,4,0,1,0,de 2 000 a 19 999 habitantes,0,1,0,0,2,1,2,0,0,casa independiente,0,0,1
040305_015690_032_11,015690,032,11,040305,192.6472,0,1,0,conexion movil post pago control,concreto armado,6.0,conexion movil prepago,0,29362.470703125,4.0,1,pase,ladrillo o bloque de cemento,5,0,3,0,de 2 000 a 19 999 habitantes,0,0,0,0,5,1,3,0,1,casa independiente,0,0,3
040305_015690_065_11,015690,065,11,040305,192.6472,0,0,1,pase,caña o estera con torta de barro o cemento,3.0,conexion movil prepago,0,21107.38671875,2.0,1,pase,ladrillo o bloque de cemento,2,0,0,0,de 2 000 a 19 999 habitantes,0,1,0,1795,2,1,0,0,1,casa independiente,0,31,2
040305_015690_089_11,015690,089,11,040305,192.6472,0,1,0,pase,caña o estera con torta de barro o cemento,6.0,conexion movil prepago,0,90878.5546875,5.0,1,pase,ladrillo o bloque de cemento,4,0,1,0,de 2 000 a 19 999 habitantes,0,1,0,0,2,1,1,0,1,casa independiente,0,0,1
040305_015690_112_11,015690,112,11,040305,192.6472,1,0,1,pase,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,17033.349609375,2.0,1,pase,otro material,4,1,1,0,de 2 000 a 19 999 habitantes,0,0,0,0,2,1,2,0,0,casa independiente,0,0,2
040701_015699_008_11,015699,008,11,040701,92.33889,0,1,0,conexion movil post pago control,concreto armado,9.0,pase,0,66107.1796875,5.0,1,conexion fija,ladrillo o bloque de cemento,4,0,0,3, de 20 000 a 49 999 habitantes,0,1,0,0,3,1,2,0,1,casa independiente,0,0,3
040701_015699_026_11,015699,026,11,040701,92.33889,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",4.0,pase,0,88535.8359375,4.0,1,pase,"madera (pona, tornillo, etc)",4,0,1,0, de 20 000 a 49 999 habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,2
040701_015699_041_11,015699,041,11,040701,92.33889,0,1,0,conexion movil post pago control,concreto armado,7.0,pase,0,69389.0,5.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,1, de 20 000 a 49 999 habitantes,0,1,0,0,0,1,0,0,1,casa independiente,14365,0,1
040701_015699_059_11,015699,059,11,040701,92.33889,0,1,0,conexion movil post pago control,concreto armado,9.0,pase,0,140011.765625,5.0,1,conexion fija,ladrillo o bloque de cemento,3,0,1,2, de 20 000 a 49 999 habitantes,0,1,0,0,0,1,1,0,1,casa independiente,0,0,1
040701_015699_109_11,015699,109,11,040701,92.33889,0,1,0,conexion movil post pago control,concreto armado,8.0,pase,0,28325.896484375,4.0,1,conexion fija,ladrillo o bloque de cemento,2,0,0,0, de 20 000 a 49 999 habitantes,0,1,0,0,0,1,0,0,1,casa independiente,0,0,0
040701_015699_124_11,015699,124,11,040701,92.33889,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,59950.328125,4.0,1,conexion fija,"madera (pona, tornillo, etc)",5,1,1,2, de 20 000 a 49 999 habitantes,0,1,0,0,2,1,2,0,1,casa independiente,0,0,4
040801_015718_038_11,015718,038,11,040801,297.66895,0,0,1,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,67392.1875,4.0,1,pase,adobe,8,0,4,0,de 2 000 a 19 999 habitantes,0,1,0,0,2,1,1,0,1,casa independiente,0,0,4
040801_015718_058_11,015718,058,11,040801,297.66895,0,1,0,conexion movil post pago control,concreto armado,6.0,pase,0,33737.46484375,2.0,1,pase,ladrillo o bloque de cemento,2,0,0,2,de 2 000 a 19 999 habitantes,0,1,0,0,2,1,0,0,1,casa independiente,0,0,2
040801_015718_099_11,015718,099,11,040801,297.66895,0,1,0,conexion movil post pago control,"planchas de calamina, fibra de cemento o similares",6.0,conexion movil prepago,0,11015.333984375,3.0,1,pase,adobe,2,0,0,0,de 2 000 a 19 999 habitantes,0,1,0,0,1,1,1,0,1,casa independiente,0,0,1
